CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Longitude,Latitude,Premise,Total Incidents
4/13/2023,19:46:00,03,3333 N BALTIMORE ST,AUTO THEFT,KNIFE,385,CENTRAL,Morrell Park,-76.4379,39.352958,HOUSE,1
3/4/2023,07:36:00,09,6821 N BALTIMORE ST,AUTO THEFT,HANDS,542,NORTHEASTERN,Johnston Square,-76.543753,39.414325,STREET,1
4/24/2020,23:31:00,03,338 N BALTIMORE ST,AUTO THEFT,HANDS,101,NORTHEASTERN,Cherry Hill,-76.336405,39.428409,STREET,1
9/17/2019,12:15:00,05,6707 N BALTIMORE ST,SHOOTING,KNIFE,707,NORTHEASTERN,Harlem Park,-76.566631,39.201449,STREET,1
7/26/2019,00:01:00,02,6399 N BALTIMORE ST,ASSAULT,KNIFE,242,SOUTHERN,Druid Heights,-76.394347,39.260462,STORE,1
11/18/2023,18:46:00,08,832 N BALTIMORE ST,AGG. ASSAULT,FIREARM,654,NORTHERN,Guilford,-76.361453,39.301052,STREET,1
7/16/2023,08:24:00,04,765 N BALTIMORE ST,LARCENY,FIREARM,711,NORTHERN,Mount Washington,-76.355219,39.491732,HOUSE,1
7/4/2020,03:46:00,04,7401 N BALTIMORE ST,ROBBERY,FIREARM,635,NORTHWESTERN,Eastwood,-76.335286,39.295502,HOUSE,1
9/5/2021,18:51:00,05,2558 N BALTIMORE ST,LARCENY,KNIFE,751,SOUTHERN,Pen Lucy,-76.522068,39.454359,STREET,1
6/25/2020,07:17:00,07,6835 N BALTIMORE ST,LARCENY,NONE,429,SOUTHERN,Upton,-76.487481,39.372426,HOUSE,1
7/14/2021,14:09:00,01,1664 N BALTIMORE ST,LARCENY,KNIFE,373,WESTERN,Westport,-76.33563,39.416305,ALLEY,1
2/23/2023,16:09:00,03,3745 N BALTIMORE ST,HOMICIDE,NONE,710,NORTHERN,Pen Lucy,-76.323267,39.286696,STREET,1
1/17/2020,11:32:00,02,8240 N BALTIMORE ST,BURGLARY,HANDS,239,EASTERN,Belair-Edison,-76.459729,39.436901,HOUSE,1
5/6/2022,07:22:00,08,385 N BALTIMORE ST,LARCENY,HANDS,189,NORTHWESTERN,Clifton Park,-76.552159,39.22841,ALLEY,1
2/18/2021,03:43:00,07,1237 N BALTIMORE ST,ASSAULT,HANDS,454,CENTRAL,Berea,-76.430662,39.286059,STORE,1
8/20/2019,05:14:00,01,4433 N BALTIMORE ST,AGG. ASSAULT,NONE,124,NORTHEASTERN,Druid Heights,-76.583865,39.238336,ALLEY,1
2/1/2022,02:46:00,03,3385 N BALTIMORE ST,ASSAULT,NONE,170,NORTHWESTERN,Middle East,-76.494746,39.237528,HOUSE,1
1/16/2021,23:27:00,07,5426 N BALTIMORE ST,COMMON ASSAULT,HANDS,419,CENTRAL,Berea,-76.485449,39.213801,HOUSE,1
8/14/2020,07:54:00,05,6372 N BALTIMORE ST,LARCENY,FIREARM,736,NORTHWESTERN,Clifton Park,-76.573566,39.270979,HOUSE,1
12/10/2020,15:54:00,03,4351 N BALTIMORE ST,COMMON ASSAULT,HANDS,671,CENTRAL,Oliver,-76.311669,39.224922,STORE,1
6/25/2020,03:47:00,03,7617 N BALTIMORE ST,ASSAULT,NONE,563,NORTHWESTERN,Berea,-76.30394,39.352816,STORE,1
6/23/2022,12:09:00,03,4622 N BALTIMORE ST,ROBBERY,NONE,518,NORTHERN,Pen Lucy,-76.34431,39.332599,HOUSE,1
8/15/2021,02:42:00,03,9572 N BALTIMORE ST,LARCENY,KNIFE,470,WESTERN,Waverly,-76.595487,39.323834,STREET,1
9/19/2021,15:19:00,03,2157 N BALTIMORE ST,COMMON ASSAULT,HANDS,378,WESTERN,Waverly,-76.356491,39.29228,HOUSE,1
9/5/2022,03:09:00,02,5609 N BALTIMORE ST,AGG. ASSAULT,HANDS,719,EASTERN,Guilford,-76.378524,39.306884,HOUSE,1
1/13/2020,21:44:00,05,4737 N BALTIMORE ST,ROBBERY,FIREARM,203,WESTERN,Pigtown,-76.398826,39.383738,ALLEY,1
9/5/2019,14:15:00,01,7129 N BALTIMORE ST,COMMON ASSAULT,HANDS,330,WESTERN,Berea,-76.498791,39.376028,HOUSE,1
3/24/2023,02:33:00,09,4642 N BALTIMORE ST,AGG. ASSAULT,FIREARM,514,NORTHERN,Middle East,-76.478455,39.459851,STREET,1
2/2/2019,05:05:00,03,6179 N BALTIMORE ST,BURGLARY,KNIFE,772,NORTHERN,Pimlico,-76.375074,39.224679,ALLEY,1
2/23/2019,12:03:00,05,8748 N BALTIMORE ST,AGG. ASSAULT,FIREARM,345,NORTHERN,Curtis Bay,-76.450999,39.230144,STORE,1
3/2/2020,22:12:00,02,9843 N BALTIMORE ST,SHOOTING,FIREARM,182,NORTHEASTERN,Harlem Park,-76.57316,39.282807,STREET,1
2/8/2022,03:48:00,08,1720 N BALTIMORE ST,SHOOTING,NONE,146,SOUTHERN,Brooklyn,-76.365798,39.231489,STORE,1
11/23/2021,19:48:00,01,8412 N BALTIMORE ST,BURGLARY,FIREARM,695,NORTHWESTERN,Roland Park,-76.405596,39.45362,STORE,1
6/1/2021,20:07:00,02,3475 N BALTIMORE ST,SHOOTING,HANDS,328,WESTERN,Homeland,-76.498691,39.249695,STREET,1
9/17/2020,21:55:00,08,8662 N BALTIMORE ST,LARCENY,NONE,240,EASTERN,Sandtown-Winchester,-76.366183,39.379623,STREET,1
2/14/2022,03:27:00,01,9152 N BALTIMORE ST,HOMICIDE,FIREARM,897,NORTHWESTERN,Pen Lucy,-76.415329,39.492784,ALLEY,1
10/21/2023,12:16:00,08,8134 N BALTIMORE ST,ROBBERY,KNIFE,596,NORTHWESTERN,Belair-Edison,-76.498346,39.268006,STORE,1
2/1/2023,05:51:00,05,9062 N BALTIMORE ST,LARCENY,HANDS,460,EASTERN,Roland Park,-76.460343,39.491084,STREET,1
11/28/2021,09:12:00,03,3594 N BALTIMORE ST,AGG. ASSAULT,KNIFE,266,NORTHWESTERN,Sandtown-Winchester,-76.308917,39.236463,STREET,1
11/25/2023,12:35:00,06,7569 N BALTIMORE ST,BURGLARY,NONE,782,EASTERN,Waverly,-76.458352,39.31668,STORE,1
2/14/2021,19:44:00,02,4128 N BALTIMORE ST,AUTO THEFT,KNIFE,191,CENTRAL,Eastwood,-76.503444,39.42074,STORE,1
7/3/2020,00:30:00,01,3664 N BALTIMORE ST,COMMON ASSAULT,HANDS,147,SOUTHERN,Roland Park,-76.306232,39.486497,HOUSE,1
5/28/2020,06:44:00,02,8917 N BALTIMORE ST,COMMON ASSAULT,KNIFE,395,NORTHERN,Roland Park,-76.437451,39.28785,STREET,1
5/4/2019,23:27:00,02,353 N BALTIMORE ST,AUTO THEFT,KNIFE,147,NORTHEASTERN,Curtis Bay,-76.555792,39.31049,STREET,1
12/18/2021,12:44:00,05,6723 N BALTIMORE ST,COMMON ASSAULT,KNIFE,783,EASTERN,Govans,-76.339679,39.384339,HOUSE,1
2/3/2023,00:20:00,01,2041 N BALTIMORE ST,BURGLARY,NONE,530,SOUTHERN,Curtis Bay,-76.522127,39.498088,STORE,1
7/28/2023,03:20:00,08,4143 N BALTIMORE ST,HOMICIDE,HANDS,428,NORTHERN,Middle East,-76.376662,39.474318,STREET,1
8/16/2019,10:51:00,02,2295 N BALTIMORE ST,COMMON ASSAULT,HANDS,883,WESTERN,Belair-Edison,-76.431164,39.352007,HOUSE,1
7/28/2020,20:02:00,08,2734 N BALTIMORE ST,COMMON ASSAULT,NONE,119,SOUTHERN,Pimlico,-76.553948,39.43603,STORE,1
5/14/2021,14:29:00,03,700 N BALTIMORE ST,AUTO THEFT,FIREARM,552,CENTRAL,Charles Village,-76.569476,39.338208,STREET,1
2/12/2022,12:51:00,05,7975 N BALTIMORE ST,HOMICIDE,KNIFE,592,WESTERN,Homeland,-76.400626,39.21836,STREET,1
4/17/2021,00:49:00,03,7346 N BALTIMORE ST,BURGLARY,FIREARM,408,SOUTHERN,Oliver,-76.449024,39.297295,STORE,1
1/6/2022,18:11:00,06,4352 N BALTIMORE ST,AGG. ASSAULT,NONE,251,NORTHWESTERN,Eastwood,-76.331949,39.255781,HOUSE,1
7/9/2022,04:00:00,08,6280 N BALTIMORE ST,COMMON ASSAULT,KNIFE,589,EASTERN,Harlem Park,-76.316321,39.4579,ALLEY,1
7/16/2023,13:44:00,03,5967 N BALTIMORE ST,ASSAULT,KNIFE,641,NORTHWESTERN,Park Heights,-76.470629,39.351185,STORE,1
11/23/2022,00:51:00,05,8570 N BALTIMORE ST,HOMICIDE,NONE,705,NORTHEASTERN,Irvington,-76.396173,39.252909,HOUSE,1
5/1/2020,11:50:00,01,8698 N BALTIMORE ST,ASSAULT,NONE,304,SOUTHERN,Charles Village,-76.426687,39.422661,HOUSE,1
7/9/2022,00:20:00,04,5370 N BALTIMORE ST,AGG. ASSAULT,NONE,159,NORTHERN,Irvington,-76.378976,39.350057,STORE,1
6/9/2021,05:27:00,02,9712 N BALTIMORE ST,LARCENY,KNIFE,900,CENTRAL,Oliver,-76.441909,39.244149,ALLEY,1
12/27/2022,04:29:00,04,3053 N BALTIMORE ST,LARCENY,KNIFE,279,NORTHWESTERN,Oliver,-76.316892,39.244168,STREET,1
8/27/2019,11:41:00,08,7078 N BALTIMORE ST,ROBBERY,NONE,209,NORTHERN,Druid Heights,-76.47312,39.217162,HOUSE,1
6/4/2023,09:17:00,09,6721 N BALTIMORE ST,HOMICIDE,KNIFE,133,WESTERN,Cherry Hill,-76.487561,39.481999,STORE,1
10/28/2020,05:11:00,01,3052 N BALTIMORE ST,AGG. ASSAULT,FIREARM,197,NORTHEASTERN,Morrell Park,-76.300935,39.467145,ALLEY,1
8/27/2021,02:03:00,07,9051 N BALTIMORE ST,LARCENY,FIREARM,561,EASTERN,Eastwood,-76.460634,39.466118,STREET,1
7/7/2019,14:56:00,01,5710 N BALTIMORE ST,LARCENY,FIREARM,398,NORTHWESTERN,Hampden,-76.425009,39.262604,STORE,1
5/9/2020,12:36:00,04,1953 N BALTIMORE ST,SHOOTING,KNIFE,676,EASTERN,Homeland,-76.516409,39.33308,ALLEY,1
9/8/2019,18:02:00,07,5426 N BALTIMORE ST,BURGLARY,FIREARM,260,WESTERN,Hampden,-76.335707,39.384735,HOUSE,1
4/24/2023,19:14:00,03,7669 N BALTIMORE ST,ASSAULT,NONE,284,CENTRAL,Druid Heights,-76.437725,39.226102,STREET,1
6/21/2020,01:19:00,07,1074 N BALTIMORE ST,ASSAULT,NONE,835,EASTERN,Homeland,-76.474066,39.31854,HOUSE,1
3/18/2022,20:19:00,06,3465 N BALTIMORE ST,SHOOTING,HANDS,738,NORTHWESTERN,Homeland,-76.375324,39.375915,STREET,1
9/28/2019,17:27:00,05,145 N BALTIMORE ST,AGG. ASSAULT,NONE,472,CENTRAL,Johnston Square,-76.373939,39.453946,STREET,1
1/22/2023,22:59:00,02,9357 N BALTIMORE ST,ASSAULT,FIREARM,269,NORTHEASTERN,Cherry Hill,-76.544149,39.223326,HOUSE,1
4/20/2021,01:17:00,05,8983 N BALTIMORE ST,LARCENY,KNIFE,277,NORTHERN,Charles Village,-76.330374,39.304549,ALLEY,1
1/6/2020,07:22:00,02,767 N BALTIMORE ST,ASSAULT,HANDS,767,NORTHWESTERN,Curtis Bay,-76.358392,39.303216,STREET,1
6/10/2020,10:50:00,01,3803 N BALTIMORE ST,AGG. ASSAULT,HANDS,811,WESTERN,Druid Heights,-76.36499,39.387134,ALLEY,1
4/13/2021,05:37:00,07,2266 N BALTIMORE ST,LARCENY,FIREARM,455,NORTHWESTERN,Brooklyn,-76.430701,39.422126,ALLEY,1
5/3/2021,05:56:00,01,7379 N BALTIMORE ST,AUTO THEFT,NONE,420,NORTHWESTERN,Druid Heights,-76.327698,39.383519,ALLEY,1
4/16/2020,12:12:00,02,7982 N BALTIMORE ST,SHOOTING,HANDS,702,NORTHEASTERN,Harlem Park,-76.488491,39.248016,STREET,1
5/21/2023,02:36:00,04,7442 N BALTIMORE ST,AUTO THEFT,FIREARM,700,NORTHWESTERN,Govans,-76.560268,39.318657,STREET,1
8/12/2019,07:46:00,07,2198 N BALTIMORE ST,AGG. ASSAULT,HANDS,584,NORTHWESTERN,Pen Lucy,-76.504449,39.400334,STORE,1
3/23/2019,00:56:00,07,2073 N BALTIMORE ST,SHOOTING,KNIFE,127,EASTERN,Pigtown,-76.598647,39.377927,HOUSE,1
5/2/2020,06:10:00,02,1128 N BALTIMORE ST,AUTO THEFT,KNIFE,439,NORTHERN,Park Heights,-76.493612,39.295339,HOUSE,1
2/19/2020,20:06:00,05,3995 N BALTIMORE ST,LARCENY,NONE,596,CENTRAL,Brooklyn,-76.324802,39.338299,ALLEY,1
3/12/2023,22:47:00,05,2251 N BALTIMORE ST,ASSAULT,FIREARM,613,EASTERN,Pigtown,-76.436423,39.412459,HOUSE,1
12/18/2021,03:37:00,03,221 N BALTIMORE ST,BURGLARY,NONE,604,NORTHERN,Clifton Park,-76.587566,39.347813,STORE,1
4/8/2020,05:37:00,09,7145 N BALTIMORE ST,AUTO THEFT,FIREARM,466,WESTERN,Homeland,-76.338218,39.482827,ALLEY,1
11/10/2023,13:17:00,01,8615 N BALTIMORE ST,AUTO THEFT,HANDS,852,EASTERN,Park Heights,-76.441812,39.257632,ALLEY,1
12/26/2022,15:08:00,07,2916 N BALTIMORE ST,LARCENY,HANDS,507,SOUTHERN,Charles Village,-76.455323,39.397539,ALLEY,1
11/28/2020,10:47:00,06,1413 N BALTIMORE ST,AGG. ASSAULT,KNIFE,668,SOUTHERN,Pimlico,-76.552293,39.25507,HOUSE,1
9/6/2019,11:46:00,07,2852 N BALTIMORE ST,BURGLARY,NONE,276,NORTHERN,Sandtown-Winchester,-76.434259,39.256611,HOUSE,1
2/28/2019,05:50:00,03,4125 N BALTIMORE ST,BURGLARY,FIREARM,394,NORTHWESTERN,Roland Park,-76.429081,39.252501,STREET,1
12/21/2023,13:25:00,03,7364 N BALTIMORE ST,LARCENY,KNIFE,519,NORTHEASTERN,Waverly,-76.480449,39.278683,HOUSE,1
10/12/2019,13:12:00,03,1193 N BALTIMORE ST,SHOOTING,HANDS,762,NORTHERN,Homeland,-76.588199,39.415153,STREET,1
10/8/2019,07:23:00,04,8926 N BALTIMORE ST,ASSAULT,KNIFE,264,CENTRAL,Harlem Park,-76.510636,39.339104,STREET,1
1/23/2022,01:26:00,01,8765 N BALTIMORE ST,ASSAULT,NONE,597,NORTHWESTERN,Morrell Park,-76.402277,39.296111,HOUSE,1
1/16/2022,13:55:00,03,6504 N BALTIMORE ST,BURGLARY,KNIFE,825,NORTHEASTERN,Govans,-76.442284,39.481818,STREET,1
4/15/2021,05:12:00,05,7041 N BALTIMORE ST,ROBBERY,NONE,535,WESTERN,Sandtown-Winchester,-76.40229,39.457217,STREET,1
7/4/2020,00:41:00,05,4738 N BALTIMORE ST,ROBBERY,NONE,406,NORTHERN,Brooklyn,-76.558835,39.260015,STREET,1
5/4/2021,23:12:00,08,3027 N BALTIMORE ST,SHOOTING,NONE,774,SOUTHERN,Govans,-76.331572,39.357008,STORE,1
7/28/2019,22:13:00,05,4889 N BALTIMORE ST,ASSAULT,FIREARM,384,NORTHERN,Greenmount West,-76.336,39.442656,STORE,1
2/17/2021,17:28:00,01,1517 N BALTIMORE ST,SHOOTING,KNIFE,276,NORTHERN,Park Heights,-76.510066,39.254826,ALLEY,1
8/10/2020,08:49:00,05,1374 N BALTIMORE ST,SHOOTING,KNIFE,324,WESTERN,Westport,-76.5194,39.32852,HOUSE,1
7/19/2023,08:28:00,01,2811 N BALTIMORE ST,AUTO THEFT,HANDS,891,NORTHWESTERN,Waverly,-76.43918,39.423607,STORE,1
7/18/2020,18:02:00,05,7761 N BALTIMORE ST,ASSAULT,KNIFE,628,NORTHERN,Homeland,-76.469838,39.411829,STREET,1
10/11/2019,07:32:00,06,5227 N BALTIMORE ST,SHOOTING,HANDS,278,NORTHEASTERN,Clifton Park,-76.572589,39.417834,ALLEY,1
10/1/2023,01:37:00,04,7914 N BALTIMORE ST,HOMICIDE,FIREARM,368,NORTHERN,Park Heights,-76.398412,39.214973,STORE,1
12/4/2022,09:14:00,08,8377 N BALTIMORE ST,HOMICIDE,HANDS,382,CENTRAL,Mount Washington,-76.536316,39.215369,STORE,1
11/28/2022,11:56:00,07,4300 N BALTIMORE ST,AGG. ASSAULT,NONE,234,WESTERN,Upton,-76.396169,39.31631,ALLEY,1
6/22/2019,09:56:00,02,8610 N BALTIMORE ST,AUTO THEFT,FIREARM,161,WESTERN,Govans,-76.555254,39.342613,ALLEY,1
1/25/2019,16:19:00,06,771 N BALTIMORE ST,SHOOTING,NONE,120,NORTHERN,Morrell Park,-76.512983,39.270856,STORE,1
6/2/2019,07:45:00,04,7377 N BALTIMORE ST,BURGLARY,NONE,706,EASTERN,Charles Village,-76.447241,39.263382,STORE,1
11/7/2022,00:52:00,07,7816 N BALTIMORE ST,ROBBERY,KNIFE,287,CENTRAL,Oliver,-76.379531,39.326189,STORE,1
2/20/2021,00:49:00,09,7507 N BALTIMORE ST,HOMICIDE,NONE,436,WESTERN,Hampden,-76.534591,39.427978,STREET,1
10/14/2020,06:19:00,03,8538 N BALTIMORE ST,HOMICIDE,NONE,509,EASTERN,Govans,-76.592779,39.45315,HOUSE,1
10/5/2021,04:53:00,02,7561 N BALTIMORE ST,LARCENY,HANDS,763,NORTHEASTERN,Mount Washington,-76.343066,39.326776,STREET,1
11/24/2022,14:01:00,07,6502 N BALTIMORE ST,COMMON ASSAULT,KNIFE,162,NORTHERN,Berea,-76.371239,39.320666,ALLEY,1
8/7/2019,18:37:00,03,8438 N BALTIMORE ST,ROBBERY,KNIFE,602,CENTRAL,Morrell Park,-76.564001,39.246176,HOUSE,1
4/15/2020,02:29:00,01,8847 N BALTIMORE ST,AGG. ASSAULT,HANDS,725,NORTHERN,Roland Park,-76.521276,39.321568,HOUSE,1
12/23/2020,18:34:00,04,1527 N BALTIMORE ST,COMMON ASSAULT,HANDS,409,NORTHEASTERN,Cherry Hill,-76.393874,39.39192,STREET,1
10/20/2021,13:28:00,01,6332 N BALTIMORE ST,ASSAULT,FIREARM,731,SOUTHERN,Druid Heights,-76.498006,39.361582,ALLEY,1
10/17/2021,05:17:00,04,9298 N BALTIMORE ST,HOMICIDE,HANDS,774,SOUTHERN,Sandtown-Winchester,-76.364095,39.443517,ALLEY,1
8/24/2019,17:07:00,07,7824 N BALTIMORE ST,HOMICIDE,FIREARM,495,NORTHERN,Waverly,-76.409795,39.486154,HOUSE,1
6/21/2019,16:37:00,01,1786 N BALTIMORE ST,AGG. ASSAULT,HANDS,890,NORTHWESTERN,Eastwood,-76.425724,39.416814,ALLEY,1
2/11/2023,00:12:00,08,859 N BALTIMORE ST,ROBBERY,NONE,155,NORTHERN,Roland Park,-76.318925,39.493198,STORE,1
8/2/2019,06:01:00,09,8937 N BALTIMORE ST,LARCENY,FIREARM,565,SOUTHERN,Clifton Park,-76.5522,39.245067,ALLEY,1
3/21/2023,09:53:00,05,8727 N BALTIMORE ST,AUTO THEFT,FIREARM,776,EASTERN,Irvington,-76.344802,39.337293,HOUSE,1
11/9/2022,02:04:00,07,8944 N BALTIMORE ST,LARCENY,NONE,706,NORTHWESTERN,Morrell Park,-76.394373,39.41577,STORE,1
8/13/2020,12:08:00,01,9233 N BALTIMORE ST,LARCENY,KNIFE,117,NORTHEASTERN,Mount Washington,-76.527968,39.236014,STREET,1
7/7/2020,21:57:00,05,4697 N BALTIMORE ST,BURGLARY,KNIFE,433,NORTHERN,Clifton Park,-76.359079,39.314446,ALLEY,1
9/22/2021,15:57:00,01,1430 N BALTIMORE ST,ASSAULT,FIREARM,853,SOUTHERN,Clifton Park,-76.376086,39.443152,ALLEY,1
4/14/2021,19:01:00,02,2659 N BALTIMORE ST,COMMON ASSAULT,NONE,472,NORTHWESTERN,Westport,-76.525407,39.254792,HOUSE,1
12/2/2022,07:39:00,07,7454 N BALTIMORE ST,LARCENY,KNIFE,872,EASTERN,Morrell Park,-76.511907,39.31263,ALLEY,1
1/12/2021,11:14:00,07,4291 N BALTIMORE ST,HOMICIDE,FIREARM,816,NORTHERN,Mount Washington,-76.440163,39.331885,HOUSE,1
4/28/2019,12:52:00,05,8456 N BALTIMORE ST,HOMICIDE,KNIFE,221,SOUTHERN,Charles Village,-76.494317,39.415055,STORE,1
6/9/2023,22:25:00,07,2594 N BALTIMORE ST,COMMON ASSAULT,KNIFE,336,NORTHWESTERN,Oliver,-76.471634,39.314348,STORE,1
9/14/2023,09:37:00,02,2219 N BALTIMORE ST,AUTO THEFT,HANDS,680,NORTHERN,Irvington,-76.355021,39.490337,ALLEY,1
5/6/2019,19:33:00,07,3123 N BALTIMORE ST,ASSAULT,NONE,677,CENTRAL,Belair-Edison,-76.414035,39.203324,STORE,1
10/19/2022,13:11:00,04,5748 N BALTIMORE ST,AGG. ASSAULT,KNIFE,702,NORTHEASTERN,Govans,-76.325556,39.380961,ALLEY,1
12/16/2023,12:35:00,09,7702 N BALTIMORE ST,SHOOTING,NONE,725,SOUTHERN,Brooklyn,-76.543813,39.474909,STORE,1
4/9/2019,16:11:00,01,8673 N BALTIMORE ST,BURGLARY,KNIFE,197,SOUTHERN,Sandtown-Winchester,-76.501789,39.380937,ALLEY,1
3/5/2019,12:00:00,01,172 N BALTIMORE ST,ROBBERY,HANDS,404,WESTERN,Charles Village,-76.585099,39.493667,STORE,1
10/24/2020,23:04:00,05,3816 N BALTIMORE ST,LARCENY,HANDS,848,EASTERN,Hampden,-76.319265,39.221215,HOUSE,1
9/26/2020,18:31:00,06,2595 N BALTIMORE ST,HOMICIDE,NONE,235,NORTHEASTERN,Druid Heights,-76.590048,39.383869,STORE,1
5/6/2022,23:50:00,03,4963 N BALTIMORE ST,LARCENY,HANDS,735,SOUTHERN,Clifton Park,-76.309114,39.394689,STREET,1
6/27/2020,07:01:00,08,7089 N BALTIMORE ST,AGG. ASSAULT,FIREARM,737,NORTHWESTERN,Middle East,-76.317017,39.36761,STORE,1
1/21/2023,11:25:00,09,2257 N BALTIMORE ST,LARCENY,FIREARM,585,WESTERN,Belair-Edison,-76.402335,39.273801,STREET,1
7/4/2022,16:27:00,06,7969 N BALTIMORE ST,ASSAULT,HANDS,106,WESTERN,Johnston Square,-76.507114,39.438621,HOUSE,1
12/6/2019,10:14:00,02,3281 N BALTIMORE ST,SHOOTING,HANDS,514,SOUTHERN,Oliver,-76.57092,39.215549,STORE,1
2/16/2020,11:03:00,04,6965 N BALTIMORE ST,ROBBERY,KNIFE,146,NORTHWESTERN,Oliver,-76.556016,39.300058,STREET,1
8/7/2023,06:29:00,01,3210 N BALTIMORE ST,BURGLARY,KNIFE,400,NORTHWESTERN,Morrell Park,-76.344465,39.293153,STORE,1
1/25/2023,08:31:00,07,520 N BALTIMORE ST,SHOOTING,NONE,231,WESTERN,Westport,-76.36766,39.294564,STREET,1
7/11/2022,02:49:00,02,7820 N BALTIMORE ST,LARCENY,HANDS,191,NORTHEASTERN,Hampden,-76.455004,39.271668,ALLEY,1
6/3/2023,08:22:00,07,3255 N BALTIMORE ST,BURGLARY,FIREARM,719,WESTERN,Mount Washington,-76.355817,39.367503,HOUSE,1
6/18/2021,23:05:00,02,5358 N BALTIMORE ST,SHOOTING,HANDS,377,NORTHEASTERN,Middle East,-76.384506,39.385746,HOUSE,1
7/2/2019,20:31:00,08,144 N BALTIMORE ST,LARCENY,HANDS,111,WESTERN,Curtis Bay,-76.42365,39.467678,STREET,1
5/4/2021,17:17:00,01,4173 N BALTIMORE ST,HOMICIDE,KNIFE,282,SOUTHERN,Pen Lucy,-76.57557,39.361888,ALLEY,1
3/25/2022,23:46:00,01,4008 N BALTIMORE ST,HOMICIDE,HANDS,657,EASTERN,Morrell Park,-76.433595,39.405348,HOUSE,1
11/15/2019,17:34:00,01,2583 N BALTIMORE ST,AGG. ASSAULT,HANDS,261,CENTRAL,Clifton Park,-76.417576,39.301384,STORE,1
12/20/2022,06:55:00,04,3978 N BALTIMORE ST,AUTO THEFT,NONE,235,CENTRAL,Westport,-76.539974,39.479762,STORE,1
9/17/2019,01:48:00,07,8085 N BALTIMORE ST,LARCENY,NONE,143,SOUTHERN,Westport,-76.421026,39.212308,STREET,1
2/18/2023,23:52:00,05,3743 N BALTIMORE ST,ROBBERY,FIREARM,304,CENTRAL,Irvington,-76.395775,39.473141,STORE,1
6/18/2019,08:35:00,06,9289 N BALTIMORE ST,LARCENY,HANDS,266,NORTHEASTERN,Govans,-76.359897,39.272291,STREET,1
1/10/2022,14:51:00,03,2504 N BALTIMORE ST,LARCENY,HANDS,331,WESTERN,Druid Heights,-76.419814,39.341115,STREET,1
6/23/2021,08:18:00,08,1029 N BALTIMORE ST,HOMICIDE,KNIFE,755,EASTERN,Oliver,-76.33138,39.223978,STREET,1
10/19/2019,10:46:00,04,9546 N BALTIMORE ST,BURGLARY,NONE,597,EASTERN,Westport,-76.358828,39.499341,ALLEY,1
4/11/2020,22:48:00,07,145 N BALTIMORE ST,AUTO THEFT,KNIFE,113,EASTERN,Mount Washington,-76.55864,39.31531,HOUSE,1
8/27/2021,17:58:00,08,197 N BALTIMORE ST,COMMON ASSAULT,NONE,629,NORTHWESTERN,Sandtown-Winchester,-76.479615,39.299193,STREET,1
7/13/2019,07:27:00,01,6177 N BALTIMORE ST,LARCENY,KNIFE,848,NORTHWESTERN,Govans,-76.440729,39.392321,STORE,1
10/18/2019,18:07:00,01,3644 N BALTIMORE ST,LARCENY,FIREARM,268,NORTHERN,Pigtown,-76.582389,39.422234,STREET,1
1/20/2020,08:21:00,03,3377 N BALTIMORE ST,SHOOTING,HANDS,682,SOUTHERN,Belair-Edison,-76.459753,39.379237,ALLEY,1
11/27/2023,05:25:00,01,911 N BALTIMORE ST,HOMICIDE,NONE,144,NORTHEASTERN,Mount Washington,-76.560086,39.490102,HOUSE,1
5/22/2022,10:16:00,05,9775 N BALTIMORE ST,ASSAULT,FIREARM,426,NORTHERN,Hampden,-76.514251,39.367051,HOUSE,1
4/17/2021,02:07:00,09,366 N BALTIMORE ST,HOMICIDE,FIREARM,835,SOUTHERN,Pen Lucy,-76.435593,39.316787,HOUSE,1
5/25/2021,10:25:00,07,2670 N BALTIMORE ST,ASSAULT,HANDS,252,NORTHWESTERN,Middle East,-76.562996,39.384959,STREET,1
7/1/2022,07:51:00,07,1780 N BALTIMORE ST,AGG. ASSAULT,KNIFE,417,CENTRAL,Park Heights,-76.437472,39.209145,STREET,1
7/13/2020,00:08:00,04,5888 N BALTIMORE ST,ROBBERY,HANDS,616,EASTERN,Westport,-76.49045,39.221302,ALLEY,1
8/8/2019,21:46:00,02,7033 N BALTIMORE ST,SHOOTING,FIREARM,423,NORTHEASTERN,Eastwood,-76.473026,39.304058,STORE,1
3/6/2021,08:19:00,02,3527 N BALTIMORE ST,COMMON ASSAULT,HANDS,414,NORTHEASTERN,Morrell Park,-76.467299,39.279604,STORE,1
4/4/2021,21:51:00,06,7760 N BALTIMORE ST,LARCENY,HANDS,840,CENTRAL,Pigtown,-76.461929,39.371801,STREET,1
11/19/2023,17:25:00,07,5020 N BALTIMORE ST,AGG. ASSAULT,KNIFE,539,CENTRAL,Charles Village,-76.500971,39.465552,ALLEY,1
8/9/2023,20:42:00,09,7636 N BALTIMORE ST,AGG. ASSAULT,FIREARM,483,SOUTHERN,Brooklyn,-76.394001,39.214753,ALLEY,1
8/26/2022,23:05:00,09,4447 N BALTIMORE ST,COMMON ASSAULT,FIREARM,757,CENTRAL,Curtis Bay,-76.569922,39.255683,STREET,1
8/8/2022,06:12:00,03,9991 N BALTIMORE ST,SHOOTING,KNIFE,798,SOUTHERN,Irvington,-76.560022,39.369657,STORE,1
